label,content
negatif,"iklan aja terus di semua apk, mana tombolnya kecil bgt lagi.. nggak di tekan kadang langsung masuk aja ke apk shopee nih, ALAMAK NAJISNYAAA ğŸ˜˜"
positif,apk ini sagat bagus saya suka
negatif,"Pengalaman saya belanja di Shopee ğŸ‘ğŸ‘ğŸ‘ğŸ’• tp harus pandai2 dan teliti dalam berbelanja. Kadang iklan sm barang beda. contoh iklannya yg dijual sunco 2 ltr, tp yg muncul sunco 1 ltr."
positif,selama belanja di shopee...produk dan pengiriman ok...hanya perlu selektif saja dalam berbelanja...
positif,ok
positif,menarik dan puas belanja di sini karena ongkir nya gk mahal
positif,senang belanja di shopee
netral,olo
positif,"sayah suka dengan adanyah aplikasi shopee blanja bisa dirumah cuma sayang vidio yg didahulukan yg bisa mengganggu kelancaran blnja coba tolong vidio,nyh dihilangkan"
positif,"saya merasa sangat terbantu dg adanya merchant shop ini, bisa cari dan dapatkan apapun di sini,mantapp"
negatif,iklan lu kek jemb0t
positif,mantappppp
positif,Good aplikasi belanja online banyak promo dan barang lengkap apa saja yang dicari pasti ada Terima kasih
positif,sangat membantu
positif,memudahkan
positif,mantap
netral,ga ada alasan
positif,oke sangat membantu
positif,bagusss
positif,bagus
positif,banyak promo Dan free ongkir
positif,Suka dengan aplikasi ini sangat membantu mempermudah pencariyan barang yang di sukai sukses selalu buat shopee
positif,Mantap oke banget
negatif,p.pe. aku nyari aplikasi laen malah ko terus bab. yg ngga ku pencet bintang satu ko p.pe.
positif,barang sudah sampe dengan Rapi
positif,"shopee sekarang dah bagus sih,tp knp sekarang dh ga kerjasama dg dana y,pdhl AQ sering byrnya pke dana, masukan saya kalau BS terapkan sistem pembayaran lewat QRIS,biar planggan jg ada pilihan LBH mudah lagi, terimakasih"
positif,mantap
positif,baik
positif,belanja murah
negatif,shopee skrng lemot pengiriman nya..
positif,good
negatif,"makin sini makin lemot,mau bayar splater aja sampai berjam jam yg akhirnya ga bisa di buka karena lemot jadi kena denda.."
positif,sangat baik dan seru
negatif,"update terus,tapi peforma buruk"
positif,sangat puas
positif,siiiipppppp
negatif,"knapa lagi ini shopee express kok kumat""an kurirnya kadang satset kadang lama â˜ºï¸"
positif,Alhamdulilah tepat waktu.
positif,good
negatif,"setelah pakai jasa pengiriman spx, barang yang dipesan baik dari yang jarak jauh maupun yang dekat sama aja estimasi pengantarannya (lama)"
netral,di paksa nilai
positif,ok
positif,josss
netral,ğŸ¤—
netral,bisa memantau posisi janda
positif,"mudah untuk berbelanja apa yang di butuh kan,"
positif,debes semoga banyak barang yang gratis
positif,Belanja aman dan nyaman
positif,bagus
positif,mantap
positif,"Selalu berikan yang terbaik,,,sukses"
positif,sangat membantu
positif,sangat puas
positif,sangat bagus bisa untuk berbelanja online
positif,"shopee bagus apalagi dari gratis ongkirnya. tapi kurang nyaman dari video""nya baru masuk apk ngelag karna langsung ke shopee video. gitu."
negatif,"Aplikasi cacattt, lag banget"
positif,mantap
negatif,segala dah bagus.diskon mantap.tapi kurir kalo brengsek GK bisa dilaporin
positif,shope keren
negatif,"kalo bikin iklan yang ngotak , saya cuma pingin liat konten yang lain malah liat konten elu"
positif,bagus
positif,"belanja online, murah...cepat"
negatif,PENGIRIMAN SANGAT LAMBAT!
positif,mantap!!! bikin hidup lebih hidup
positif,sangat baguss
positif,puasss
positif,sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya
positif,baik pelayanannya tidak laama
negatif,"saya kasih bintang satu, soalnya kurir di expedisi SPX PASEAN sering pengiriman gagal,alias balik lagi,padahal kurirnya tetangga sendiri"
negatif,Tolong dong Kak please yang membuat apikasi Shopee diperbaiki ya ğŸ™ tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu. amin ğŸ¤²
negatif,bintang 1 aja lah udh malas sama pengantaran barang paket di shopee Bru sampai 1 hri di alamat tujuan tibaÂ² langsung di retur tanpa di antara di rumah
netral,mak tukuk ke barongan
netral,shoop jam 10000
netral,pindahan olshop dari toko ijo sebelah yang udah kerasa mau bangkrut. anda harus jauh lebih baik shopee
netral,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
negatif,mudah belanja di shopee barang sesuai dg gambar... kecuali pakaian kadang tidak sesuai gambar.....
positif,bagus sangatembantu .. apdate barang sampai sering telat lama.
positif,"sangat memuaskan belanja di shoppee menyingkat waktu, efisien dan harga lbih murah â¤ï¸ğŸ™"
positif,Shopee mantap ğŸ‘ tapi kurang canggih kek apk z apk z kalau paket mau datang ada pemberitahuan nya jadi tau paket nya mau datang kalau shopee gak ada tolong di ada kan ya shopee terimakasih ğŸ‘ğŸ‘ğŸ‘ğŸ’¯
positif,good apk
negatif,cuma belum bisa pakai payleter
positif,sangat membantu memudahkan mencari kebutuhan apa saja serasa toko di genggaman
positif,toko online handal
positif,bintang yang bicara
positif,"pelayan bagus,hak pembeli dan penjual adil"
positif,gacor
positif,mantap
positif,murah banget
positif,hampir sempurna untuk semua opsi
negatif,"cobak lah di update lagi aplikasinya, jangan pas buka shopee langsung ke video, bikin berat dan lag, ngga semua hp dan kuota orang itu sama, tersiksa kalau buka shopee"
positif,aplikasi ini sangat bagus saya rekomendasikan
positif,aplikasi yang saya konsumen. terimakasih
positif,very use full
positif,shopee meamang mantap
negatif,"min minta tolong , kalo bisa pas pengiriman itu ada tercantum nama kurir dan nomor telpon nyaa, jadi kalo kita mau konfirmasi kan gampangğŸ™ğŸ»ğŸ™ğŸ»"
positif,belanja murah dan muda
negatif,"yeah,..suka mecet.... ..jelek."
positif,yaa pkoknya bagus dah ini aplikasi kalen harus instal
positif,good
positif,"good respon , terimakasih min"
negatif,"apk ini memang memudahkan untuk berbelanja, tapi sudah 3 hari ini saya tidak bisa men CO barang yang saya inginkan, apakah hanya di saya aja yg bermasalah?"
positif,mantap pokonya!!!
positif,semakin suka belanja di shopee...
positif,bagus banget
netral,"mempermudah kan kita untuk belanja,dan tidak ribet,dan menyesuaikan keinginan kita"
negatif,"paket nyasar mulu, heran. tiap co pasti drama nyasar dulu."
positif,iya lebih gampang banget
positif,bagus banget
positif,shopi sangat membantu
positif,ok
positif,shopee selalu menemani disaat berbelanja
positif,sangat memudahkan di setiap belanja jika ada diskon atau potongan khusus untuk konsumen.
positif,aplikasi mantap banyak diskon promo
positif,bagus
positif,mantap
positif,bagus dan banyak diskon dan gratis ongkir
positif,ok
negatif,paket bermasalah pihak shopy slow respon mending belanja di tokopedia lebih banyak vocernya
negatif,semakin jadi tempat sampah nih aplikasi. najis pake ini lagi
netral,"Tolong pas buka aplikasi jangan langsung di bagian live dan video, lag banget di hp low end."
positif,shoppy ga pernah ngecewain..barang selalu datang sesuai pesanan
negatif,auto instal aplikasi ini. giliran paket bermasalah pihak shopee mlempem tidak fast respon.yuk pindah aplikasi hijau aja
positif,bagus simple
positif,bagus
negatif,maksa banget iklanya
negatif,"mending belanja online pindah ke aplikasi sebelah, disinigiliran return pengembalian barang malah ribet padahal sudah ada foto dan video. dan sangat jelas barang rusak tapi di tinjau mulu sampai berharihari"
positif,"aplikasi nya bagus, barang' yg di jual juga hrgany murah, sangat ramah di kantongğŸ‘ğŸ‘"
positif,toko online terpercaya dan terlengkap dan pasti nya aman... walaupun terkadang ada toko2 nakal tapi tidak terlalu mengecewakan seperti toko2 lain... pokoknya.. mantaaapğŸ‘âœ…
positif,sesuai pesanan
positif,mempermudah dlm blnja
positif,ok
positif,i love shopee
negatif,ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ apk kaya anjeng pepek kontol
positif,"Alhamdulillah pesan nya lai sesuai dengan pesanan kita,terima kasih kak kuril"
positif,mantap
positif,Aplikasi yg saat membantu kalau mls belanja offline
negatif,tutor bintang nol dong
positif,belanja jadi mudah dan ga ribet
positif,senang belanja di Shopee bisa COD dan dapat harga terjangkau. yuk belanja di Shopee.
negatif,makin ngga ngotak ongkirnya mahalan ongkir daripada barangnya ğŸ«©
positif,bagus
positif,sangat membantu
positif,top and top
positif,terbaik
positif,"best the best,,,,"
netral,lembut kk
positif,bgus skli
positif,mantap
netral,dngn ada nya shopee saya
netral,gacoan
positif,pesanan selalu aman cuman mohon percepat kesampaian pesanan
netral,"saya sering belanja di shopee dan pengguna lama,kalau bisa kembangkan pembayaran lewat qris dong,tanpa ada biaya tambahan,penanganan,dll kalau bisağŸ« ğŸ˜"
positif,memudahkan dalam berbelanja segala kebutuhan bravo shopee
positif,barang yang di pesan sesuai tepat waktu
positif,ox Shopee is the best terbaik aku suka banget shopee tetap yang terbaik
netral,pengambilan paket sangat sulit tol
positif,luar biasa
negatif,aplikasi nya berat bangettt
positif,baik
positif,mantap sekali
positif,bagusss bgt walaupun kadang sering ketipu beli iphone yang datang semen 1 setengah kilo
netral,belum coba hehehe
positif,sangat membantu dlm blanja gk ribet..
positif,bagus
positif,suka banget sama shopee dan kita juga bisa belanja dengan mudah ğŸ˜˜ğŸ¤­
positif,barang nya bagus berkualitas pengirimannya tepat waktu
negatif,buruk polll pelayanan ny semua pokoknya pengiriman lambat
positif,barang selalu sesuai dengan pesanan yg sya pesan dan pelayanan pengiriman selalu tepat waktu.
netral,"saya kasih bintang 5 mudah2, seller yg nakal di tindak."
negatif,menteh apk ini mah 5 hari masih di kemas aja
netral,waduh maaf kak saya tadi kasi bintang 1 ternyata sudah ter download maaf yaa kak tadi ada kesalahan sekali lagi maaf ya kak
positif,"nyaman belanja di shopee,,, banyak diskon nya terutama ongkir,,,soalnya tempat saya kan di Sulawesi kadang berat di ongkir... tapi shopee selalu kasi potongan ongkir jadi sering sering deh belanja"
positif,sangat membantu saat pesan barang yang saya inginkan
negatif,"aplikasi belanja makin eror di-update, kenapa ada sistem minta no hp lagi yang baru padahal udah itupun ga bisa jadi pesan gara-gara itu kode nya gak ada terkirim padahal nomor hp dah bener udah berulang kali coba tapi tetap GK bisa, eror nih shopee padahal juga udah instal ulang tetap gak terkirim tuh kode otp sialan, kenapa coba ad sistem ke gitu padahal no hp udah ada malah minta yg baru"
positif,suka belanja di shopee
positif,"Terimaksih Shoope, baru download belum sebulan terus pake PayLater dari limit 300 nambah 150 jadi 450. mantap pokonya"
positif,"bagus, isi nya lengkap banget. suka deh!"
netral,baru
negatif,mending Lo hentikan tu iklan di tv itu bilang Shopi lebih cepat karna itu hoak lol paket gue udh 1 Minggu blm sampai sampai malu lol sama aplikasi lazada yg gak pamer tapi pakta pengiriman nya sangat cepat cuma membutuhkan waktu 3 hari aja GK kyk Lo lelet bintang satu buat pengiriman yg sangat lelet
positif,"harga Murmer, menyenangkan"
negatif,tolol
negatif,"nyusahin, pas check out pertama katanya eror, di check out lagi malah dobel, ga bisa di cancel lagi salah satu."
netral,tik tok gak ada menu live selama beberapa hari ini di saat kami butuh info live real time
negatif,"DAAANCCOKKKK, KONTOL, COKKK, MATI O AE KONTOL, JEMBOT, JANCCCOOOOOOOKKKKK ASSSUUUUUU MEMEEEEK SHOPEE KONTOLLLL KON MORO KENE COKKK ASSUUUU"
positif,sangat baik
positif,aduh murah oi dari pada lazada
positif,ok
positif,sangat membantu dalam memenuhi kebutuhan saya
positif,bagus apk nya
negatif,lag
positif,slama beli transaksi bnyak bagusnya dahh cocok lah
positif,shopee sangat baik
netral,ğŸ¥°ğŸ¥°
positif,Cuman mau bilang keren
positif,mantap
negatif,aplikasinya berat & lemot bgt skrg..
positif,gk prnh kcewa slma blnja di Shopee
negatif,"di update bukannya tambah baik malah tambah buruk, woy shopee bisa gak sih iklan video tidak ber jalan secara otomatis, ngeganggu banget tau gak luh."
positif,aplikasi mudah dimengerti
negatif,"susah login kembali, padahal no hp punya sendiri, dah otp dah password tetap aja mental / gagal"
netral,aku mau nanya ini bisa di antar kerumah ya
positif,sangat membantu
positif,baguss
positif,pengiriman cepat dan bisa di cek dulu sebelum bayar. itu yg aku suka
negatif,pelayanan jlk dan masalah yg di laporkan tidak di tangan dengan baik tidak ada pemecahan masalah yg baik.
positif,mudah cari barang
positif,aplikasi tanpa ada toko dan penjual kw pelayanan toko dan penjual reaksinya cepat tanggap yang paling penting aplikasi nya tanpa penjual dan toko bodong yang menjual barang bagus datang nya barang gak jelas
positif,Sesuai dengan apa yang di iklankan
negatif,habis d update kok malah lemot ğŸ™ƒ
positif,Sangat terbantu
positif,brngnya murah dan terjangkau pengbaliannya mudah
negatif,"pengiriman nya kagak jelas, njing di tundaÂ² mulu"
positif,sangat berguna
positif,is the bhess
positif,"mantap, gratongnya ga abis abiss"
positif,baik
positif,bagus
netral,ğŸ‘
positif,aplikasi ini sangat membantu segalah urusan bisnis kecil saya terimakasih shopee
netral,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
positif,Bagus
positif,keren
positif,Senang belanja diShopee.
positif,oke
positif,mempermudah mendapatkan yg di cari
positif,bagus
positif,mantap
positif,sangat membantu
netral,"min tolong di respon soal akun shopee tidak bisa vermuk, masa iya muka sendiri gak bisa vermuk"
positif,"akhir nya Spaylater saya kembali bisa di gunakan,terimakasih atas semua kebijakan Shopee.. sehatÂ² semua,sukses untuk kalian ğŸ™"
positif,"sangat membantu, baik untuk berbelanja maupun menghasilkan uang"
positif,Bagus saya suka ğŸ‘
positif,ğŸ‘ok
positif,bagus
negatif,knp aplikasi shopee di perbaharui makin susah utuk akses game ya sdh di bersihkan clear cacha y msh susah di buka utk game ya
positif,semenjak ada shoope mau cek out barang paket datang selalu amanah dengan sellernya dan fitur COD sehingga memudahkan pembayaran cash. Untuk kedepannya pihak shopee tambahkan lagi yah pembayaran pakai aplikasi dana sehingga memudahkan pembayaran selain seabank dsb terimakasih shopee IndonesiağŸ‘
positif,bagus dan menarik
negatif,lelet
positif,murah murah lengkap
positif,mantab
netral,"saran saya sebelum kalian mau cod , sebelum mau checkout , alangkah baiknya kalian liat komen di setiap toko , itu aja sih"
positif,"barangnya bagus-bagus, dan pengiriman tepat sesuai."
negatif,padahal setiap bulan belanja kurang lebih 20 paket tapi spinjam tidak bisa digunakan anehh
positif,Bagus
netral,"check in nonton videonya cuma dapat 1 rupiah, kalo 1 minggu cuma dapat 7 rupiah. kenapa ya ?"
positif,mantap
positif,mantep
positif,"Barangnya banyak.pilihan, dan harganya cukup terjangkau juga sy praktis belinya"
netral,"cuman satu sih komentar aku,, alang kah bagus nya jika barang sampai, kurir nya atau pengantar barang nya chat dulu biar kita bisa nungu di rumah ajah gitu loe yaaa"
positif,"aplikasinya bagus, apalagi Cod cek dulu, sehingga buyernya tidak mudah tertipu"
negatif,SISTEM PENYELESAIAN KEMBALIAN BARANG & DANA TIDAK BECUS
positif,belanja jdi makin gampang dann mudah
positif,"Belanja makin mudah, smoga mnjadi berkah."
negatif,saldo Shopee pay cukup tapi tidak bisa bayar katanya saldo kurang. woiii
positif,Bagus
positif,bagus
positif,mantap banyakin lagi diskon nya
positif,sangat Agus sekali
positif,Oke punya
positif,lope lope bgt sama aplikasi iniiiiiii
netral,"shoppy lumayan bisa membantu untuk mencari kebutuhan sehari hari, belum bisa komen banyak karena belum lama bergabung, semoga bisa terus meningkatkan pelayanan, kepuasan pelanggan adalah nilai untuk anda!!!"
positif,sangat bagus dan membantu
netral,"udah lama g pake shopee gara2 udah nyampe ke kota tujuan, dikirim ke rumah bs seminggu lebih ato 2 minggu kemudian, tolong perbaiki pengirimannya"
negatif,semakin jelek dan banyak iklan gak jelas
positif,100% gratis ongkir... pengiriman paling cepat di shopeeğŸ¤©
positif,bagus
netral,semakin jaya shopee
positif,memuaskan
negatif,kok punya saya gak bisa buka buat belanja di malesia
netral,"PC . ,,"
positif,"selama saya beli dishopee ndak ada kendala ,smoga shopee kedepannya tambah maju dan suksses"
positif,bagus
positif,sangat membantu
positif,best
negatif,"saya membeli voucher di aplikasi ini namun voucher tersebut tidak dapat digunakan, rugi uang dan klaim malah di tolak,segala upaya sudah saya coba lakukan dengan tim cs shopee namun tidak sesuai dengan yang di harapkan, semoga uangnya berkah aja ya shopee.. kapok pake apk orange ini"
positif,barang murah dan sesuai harapan
netral,harus bijak dalam menggunakan shopee ya temann temann semuanyaağŸ˜˜
negatif,kurirnya ngga ada yg benar
positif,menantu aplikasi nya
netral,ğŸ˜œ
positif,sangat membantu dalam pencarian produk..
positif,bagus berguna ..setiap belanja online sekarang saya hanya di shopee
netral,tarima kasih
positif,bagus solusi belanja hemat dan murah
positif,belanja yang rekomended murah murah barang bagus tetap jaga kepercayaan masyarakat gan buat para pecinta shopee. kurir nya Joss Joss cepat pengiriman nya. thank you shopee ğŸ¥°
positif,"banguuusss pake bingit, jangan ragu, di coba aja dulu"
positif,sangat memuaskan dan barang2 pun sesuai dengan yg di pesan
